245101,0.9121813031,0.9037037037,0.9129828753,0.9025877612
245201,0.9744897959,0.9689922481,0.9579069318,0.9568260806
245301,0.8698224852,0.8119099492,0.8235651998,0.8456603193
245401,0.865,0.8732220161,0.8743608473,0.8800704628
245501,0.8874680307,0.9025570145,0.899536608,0.8891093678
245601,0.8557692308,0.8253588517,0.8877642825,0.8911173244
245701,0.8274336283,0.8011789925,0.8164355864,0.8270488649
245801,1,1,1,1
245901,0.8879310345,0.9084636615,0.9015619733,0.9013664821
246001,0.8702163062,0.8720930233,0.8819134993,0.8897215561
246101,0.9230769231,0.9248120301,0.9240928681,0.9266800925
246201,0.903125,0.8790627362,0.8759300595,0.8683052793
246301,0.8943396226,0.8846918489,0.8673139159,0.8533589475
246401,0.917721519,0.8829648895,0.8745229736,0.8768742791
246501,0.9220779221,0.9083333333,0.9186394558,0.9280322462
246601,0.8029411765,0.7886524823,0.7881263617,0.805460263
246701,0.9665653495,0.9794050343,0.9792013311,0.9720556015
246801,0.986631016,0.9703799099,0.9710039341,0.9696901154
246901,0.7976190476,0.7735973597,0.7464274373,0.7553021377
247001,0.9439528024,0.9653434152,0.9694217378,0.9632401316
247101,0.9056603774,0.8520986009,0.8468212915,0.8596260782
247201,0.9663865546,0.9736091298,0.951474305,0.9592377645
247301,1,1,1,1
247401,0.8484848485,0.8344709898,0.7890137328,0.8175732218
247501,0.84375,0.8785982478,0.8844994447,0.8814827557
247601,0.7730496454,0.8057103064,0.8153477218,0.7983027203
247701,0.9821073559,0.9771297885,0.974888464,0.9721574635
247801,1,1,1,1
247901,0.8583690987,0.8815612382,0.8513936995,0.8428289925
248001,0.8232758621,0.8590398366,0.8526785714,0.8385699434
248101,0.833836858,0.860624524,0.8532534247,0.8456050845
248201,0.8620689655,0.8824228029,0.8724751281,0.8791692456
248301,0.9547511312,0.9512837393,0.9163231028,0.9110570095
248401,0.839869281,0.8851603281,0.8971428571,0.8957504231
248501,0.9527027027,0.9673913043,0.9583031182,0.9574876577
248601,0.8853503185,0.8522408964,0.8662570034,0.8741264966
248701,0.9620689655,0.9540229885,0.958250497,0.9647679726
248801,0.8260869565,0.8132458234,0.816693703,0.8162066941
248901,0.8951612903,0.8897108272,0.9220395345,0.9230663741
249001,0.9166666667,0.8606811146,0.8714173845,0.8704850361
249101,0.8333333333,0.8405797101,0.8887075718,0.8733022742
249201,0.9353846154,0.9205298013,0.9436187399,0.9444834856
249301,0.9565217391,0.9580492921,0.9525344272,0.9383302057
249401,0.8982630273,0.9111367571,0.9161037557,0.9298578199
249501,0.8668478261,0.849187935,0.8565191506,0.8722503133
249601,0.8337182448,0.8021223471,0.8313799031,0.8648853584
249701,0.8378378378,0.8500496524,0.8576290414,0.8410635596
249801,0.7402597403,0.7520435967,0.748960499,0.7535319858
249901,0.7954545455,0.8503755055,0.8516170974,0.8447282226
250100,0.1025641026,0.05725403,0.030591918,0.0155322406
250200,0.23828125,0.1466666667,0.0769114307,0.0398854039
250300,0.4246987952,0.2331154684,0.1280193237,0.0631870903
250400,0.4408163265,0.2693156733,0.1521399563,0.0757718169
250500,0.6009501188,0.3579126489,0.2133147977,0.1127504696
250600,0.6977886978,0.4313501144,0.2517676418,0.1328418836
250700,0.7780678851,0.5063752277,0.2959974688,0.163526108
250800,0.787628866,0.5139581256,0.3041982106,0.1654061966
250900,0.8520833333,0.6320177877,0.3680518079,0.2014243197
251000,0.9461206897,0.6887308534,0.4201378484,0.2343633378
251100,0.8236514523,0.6584450402,0.3980356681,0.2298494866
251200,0.9146067416,0.7748377434,0.5117548279,0.2864642193
251300,0.864628821,0.7646536412,0.4847679411,0.278467754
251400,0.8969072165,0.7968056788,0.5096559378,0.2843245517
251500,0.6860841424,0.6885113269,0.4385700847,0.256490135
251600,0.8395415473,0.8245341615,0.5515539305,0.3316224693
251700,0.7822580645,0.7595137421,0.522104536,0.3167109218
251800,0.7660944206,0.743431221,0.5245481192,0.3032903724
251900,0.9012658228,0.901811806,0.6445791431,0.3792627039
252000,0.8496240602,0.8409311348,0.6257777778,0.3868996631
252100,0.7978142077,0.7862156988,0.5842434833,0.3511915177
252200,0.8571428571,0.8136330674,0.6780885349,0.4072447859
252300,0.8721461187,0.8754285714,0.6998841251,0.4200681961
252400,0.9582463466,0.9402628435,0.7759374586,0.482434107
252500,0.9393305439,0.9266877637,0.7990790111,0.5094135802
252600,0.8936781609,0.9244074311,0.7945417894,0.5020981215
252700,0.9143968872,0.9341666667,0.8172641121,0.5322287907
252800,0.9102564103,0.8861731844,0.7829646403,0.4863428809
252900,0.9101941748,0.9373401535,0.8478989038,0.545209923
253000,0.8534482759,0.8014905149,0.7580869834,0.5032912781
253100,0.853372434,0.8320209974,0.8002944063,0.548355141
253200,0.9016853933,0.9176895307,0.8687232219,0.5796240094
253300,0.8661971831,0.8213507625,0.7819436672,0.5384247067
253400,0.8233215548,0.7842809365,0.7797164667,0.5554127025
253500,0.8918032787,0.8741887169,0.8739037687,0.6230264118
253600,0.8658892128,0.8390151515,0.8314781834,0.586129986
253700,0.944015444,0.907195696,0.8830570902,0.6165851698
253800,0.8069414317,0.8230031949,0.803843605,0.58448877
253900,0.9264367816,0.8838348495,0.860365399,0.6624592647
254000,0.8672316384,0.9045031056,0.8781552477,0.634625838
254100,0.8905950096,0.8965102286,0.8977900552,0.698084458
254200,0.8578680203,0.836473755,0.8181370941,0.6457261347
254300,0.8551401869,0.8416565164,0.8243432302,0.6719129248
254400,0.9048913043,0.9063074097,0.9145678306,0.7170141318
254500,0.8722627737,0.8615040953,0.8432346513,0.6916084899
254600,0.9262086514,0.892382104,0.872869113,0.7201524607
254700,0.8917197452,0.9077540107,0.8416869424,0.7098989738
254800,0.8975069252,0.903666427,0.8915685896,0.7515856699
254900,0.8782051282,0.826986755,0.840511987,0.703273233
255000,0.9175475687,0.9150943396,0.8992698756,0.7811729596
255100,0.9591836735,0.968662563,0.9633245383,0.8078474285
255200,0.845971564,0.8653314917,0.8577540107,0.730731664
255300,0.7291066282,0.8440944882,0.8101020767,0.7420715938
255400,0.8788927336,0.8868950517,0.8762342757,0.7902842377
255500,0.820971867,0.8021978022,0.819109462,0.7287288173
255600,0.8856447689,0.852173913,0.8676662321,0.7848150426
255700,0.8837209302,0.8838878017,0.8887948544,0.819902416
255800,0.824742268,0.7788873039,0.7502004812,0.6699779249
255900,0.8939759036,0.9073746313,0.9181184669,0.8508998391
256000,0.9794050343,0.9274691358,0.9243623571,0.8501538186
256100,0.8697478992,0.8267241379,0.7768292683,0.7557859209
256200,0.8966408269,0.8625997719,0.8867158116,0.8542259284
256300,0.8141414141,0.8267614738,0.8495682472,0.7869538327
256400,0.7458333333,0.6758183738,0.6880549986,0.6283700312
256500,0.8781094527,0.8810930576,0.887802276,0.8494623656
256600,0.8648648649,0.8493317132,0.8724106875,0.8278033794
256700,0.8076923077,0.8321939093,0.8732521425,0.8256386757
256800,0.841563786,0.848048048,0.8620532319,0.8433810062
256900,0.7904328018,0.7416038382,0.7714473901,0.7651075892
257000,0.7285382831,0.7522807018,0.7316002108,0.7166328226
257100,0.9508506616,0.9598915989,0.9608085809,0.9408540999
257200,0.9033391916,0.912037037,0.9113939848,0.9040491781
257300,0.9035916824,0.8796241926,0.8630739173,0.8536289986
257400,0.9174311927,0.9096098953,0.912864577,0.9149516192
257500,0.8733766234,0.8689167975,0.8748062016,0.8739413039
257600,0.8155339806,0.7952329361,0.8206334274,0.8076456801
257700,0.9009661836,0.9140534262,0.9087846942,0.9092225978
257800,0.9002557545,0.9131403118,0.9001067561,0.9068703537
257900,0.8690176322,0.871321408,0.8991145304,0.9083682613
258000,0.7850287908,0.7685995624,0.7891074535,0.8202661208
258100,0.8461538462,0.8659142212,0.8829787234,0.891713631
258200,0.8614718615,0.8496880318,0.8574919811,0.8549101844
258300,0.968503937,0.9414567733,0.9428768066,0.9376551321
258400,0.9707317073,0.9561324978,0.9524739583,0.9458777999
258500,0.7826086957,0.7674943567,0.7693641618,0.7606371046
258600,0.9003322259,0.8971962617,0.8925908667,0.8895891551
258700,0.8192307692,0.8342361863,0.8624721604,0.869442665
258800,0.9556650246,0.917519909,0.9202255109,0.9085404716
258900,0.9012658228,0.9028016009,0.8962303519,0.8933636841
259000,0.8943396226,0.8672046955,0.8653846154,0.8622214873
259100,0.9019073569,0.9053254438,0.9037098791,0.9042833942
259200,0.9181818182,0.9450621321,0.9233611825,0.917057903
259300,0.9072847682,0.9057676686,0.898488524,0.9059244792
259400,0.8756345178,0.9040880503,0.9224767178,0.9239476829
259500,0.8312883436,0.8482800983,0.835971223,0.822018018
259600,0.768488746,0.7872991584,0.7608657399,0.7667273555
259700,0.9395770393,0.9173349784,0.9207017544,0.9119812227
259800,0.8522167488,0.8660049628,0.8644204852,0.8552719946
259900,0.9205298013,0.9156414763,0.9184835985,0.9230506156
260000,0.817551963,0.8495960224,0.8421595155,0.850246271
260100,0.9584,0.9209468513,0.9064340482,0.9116675102
260200,0.8987341772,0.8853731343,0.8854259424,0.90112585
